abscodi,direction,latitude,longitude
067,"Carrer INDUSTRIA 339, 08027 Barcelona",41.417877,2.1850581
023,"Carrer ROSELLO 37, 08029 Barcelona",41.383848,2.1444298
023,"Avinguda JOSEP TARRADELLAS 46, 08029 Barcelona",41.3838772,2.1428373
023,"Carrer VILADOMAT 198, 08029 Barcelona",41.3846209,2.1509386
055,"Carrer ANGEL MARQUES 7, 08035 Barcelona",41.4295772,2.1417443
078,"Carrer CANTABRIA 58, 08020 Barcelona",41.4221158,2.1988696
385,"Carrer FRANCESC DE BOLOS 35, 08031 Barcelona",41.4281149,2.1729252
383,"Passeig ZONA FRANCA 226, 08038 Barcelona",41.3626636,2.1375186
331,"Carrer FLUVIA 216, 08020 Barcelona",41.41508,2.1961934
055,"Carrer HARMONIA 1, 08035 Barcelona",41.4320596,2.1449045
078,"Carrer AGRICULTURA 292, 08020 Barcelona",41.42007270000001,2.199071
053,"Carrer SANTUARIS 113, 08032 Barcelona",41.4199826,2.1552118
065,"Carrer ESPRONCEDA 308, 08027 Barcelona",41.416142,2.1904752
067,"Carrer PARDO 4, 08027 Barcelona",41.4259762,2.1826773
064,"Avinguda RASOS DE PEGUERA 129, 08033 Barcelona",41.4599043,2.1731364
021,"Carrer LLANÇA 11, 08015 Barcelona",41.3757099,2.1509314
358,"Carrer ESCORIAL 150, 08024 Barcelona",41.4098126,2.1591182
051,"Carrer CAMELIES 66, 08024 Barcelona",41.41346,2.16384
383,"Carrer ENERGIA 9, 08038 Barcelona",41.357497,2.136719
383,"Carrer GRAN VIA CORTS CATALANES 130-136, 08038 Barcelona",41.3638165,2.13534
074,"Rambla PRIM 136, 08019 Barcelona",41.4175934,2.2114797
078,"Carrer GUIPUZCOA 131, 08020 Barcelona",41.4218401,2.2039001
078,"Carrer SANTANDER 2, 08020 Barcelona",41.4238418,2.1980428
063,"Carrer MINA DE LA CIUTAT 31, 08042 Barcelona",41.4475015,2.173981
053,"Carrer CALDERON DE LA BARCA 88, 08032 Barcelona",41.4204796,2.1567839
053,"Carrer DOCTOR BOVE 121, 08032 Barcelona",41.4206982,2.1608533
073,"Carrer GRAN VIA CORTS CATALANES 938, 08018 Barcelona",41.40865700000001,2.1947522
074,"Carrer ALFONS V EL MAGNANIM 91, 08019 Barcelona",41.4171656,2.2135265
079,"Carrer CONCILI DE TRENTO 318, 08020 Barcelona",41.4222179,2.207882
065,"Carrer AÇORES 8, 08027 Barcelona",41.4250648,2.1895127
064,"Carrer LES AGUDES 52, 08033 Barcelona",41.4617959,2.1774555
079,"Carrer GRAN VIA CORTS CATALANES 1157, 08020 Barcelona",41.4181104,2.2072551
054,"Plaça PASTRANA 1, 08032 Barcelona",41.4254967,2.1556627
331,"Carrer PUIGCERDA 253, 08020 Barcelona",41.4200445,2.2031046
039,"Avinguda JOSEP TARRADELLAS 153, 08029 Barcelona",41.391534,2.1436645
062,"Passeig VALLDAURA 184, 08042 Barcelona",41.4381271,2.1694946
079,"Plaça FERNANDO DE LOS RIOS 5, 08020 Barcelona",41.4242967,2.2089858
056,"Carrer LLORET DE MAR 87, 08031 Barcelona",41.4364498,2.157879
055,"Carrer JUAN DE MENA 1-3, 08035 Barcelona",41.4306999,2.1475951
041,"Carrer MEJIA DE LEQUERICA 46, 08028 Barcelona",41.3843411,2.1268013
023,"Carrer PARIS 45, 08029 Barcelona",41.3868664,2.1437429
040,"Passeig MANUEL GIRONA 28, 08034 Barcelona",41.39058929999999,2.1226052
062,"Carrer GUINEUETA 19, 08042 Barcelona",41.440357,2.166556
064,"Carrer VALLCIVERA 6-8, 08033 Barcelona",41.461371,2.1794569
078,"Carrer MENORCA 100, 08020 Barcelona",41.42241,2.20152
075,"Carrer ENAMORATS 145, 08026 Barcelona",41.4083267,2.1845013
047,"Carrer CORSEGA 507, 08025 Barcelona",41.40423740000001,2.1694063
052,"Ronda GUINARDO 44 D, 08025 Barcelona",41.411893,2.1666169
050,"Passeig VALL D'HEBRON 58, 08023 Barcelona",41.41849080000001,2.1397687
049,"Carrer CAROLINES 26 bis, 08012 Barcelona",41.4034978,2.1506455
041,"Passeig MANUEL GIRONA 4, 08034 Barcelona",41.38962679999999,2.1203065
069,"Carrer FOC FOLLET 69, 08030 Barcelona",41.4345469,2.2049008
065,"Carrer PACIFIC 61-63, 08027 Barcelona",41.4262901,2.1873888
041,"Carrer RIERA BLANCA 11, 08028 Barcelona",41.3769059,2.12203
326,"Carrer XIPRER 16, 08041 Barcelona",41.4171586,2.1785881
034,"Passeig ZONA FRANCA 156, 08038 Barcelona",41.3595993,2.1397349
302,"Carrer TERRANOSTRA 37-39, 08110 Barcelona",41.482389,2.171259
054,"Carrer DANTE ALIGHIERI 155, 08032 Barcelona",41.4253722,2.1536083
041,"Avinguda CARLES III 15, 08028 Barcelona",41.38040660000001,2.128491
078,"Carrer JOSEP MIRET 4, 08020 Barcelona",41.42134,2.20073
062,"Passeig FABRA I PUIG 439, 08042 Barcelona",41.4384554,2.1654045
062,"Passeig VALLDAURA 175, 08042 Barcelona",41.4387416,2.1731156
383,"Avinguda GRAN VIA CORTS CATALANES 152, 08038 Barcelona",41.3658375,2.1374153
041,"Carrer SABINO DE ARANA 20, 08028 Barcelona",41.3853602,2.1255203
078,"Carrer MARESME 261, 08020 Barcelona",41.4220015,2.2023178
041,"Avinguda DIAGONAL 635, 08028 Barcelona",41.3870349,2.1239335
395,"Avinguda MERIDIANA 422, 08030 Barcelona",41.43278,2.1836181
064,"Torrent DE TAPIOLES 27, 08033 Barcelona",41.46346,2.18358
395,"Avinguda MERIDIANA 450, 08030 Barcelona",41.43431,2.18418
395,"Carrer SEGRE 19, 08030 Barcelona",41.434633,2.192097
035,"Passatge ANDALUSIA 14, 08014 Barcelona",41.3707851,2.1334624
023,"Carrer URGELL 241, 08036 Barcelona",41.3909263,2.1466496
395,"Carrer SEGRE 100, 08030 Barcelona",41.4307988,2.1946556
073,"Avinguda DIAGONAL 32, 08019 Barcelona",41.4102865,2.213470500000001
044,"Carrer ESCOLES PIES 23, 08017 Barcelona",41.3970081,2.1340915
042,"Via AUGUSTA 49-51, 08006 Barcelona",41.3981198,2.1532164
051,"Carrer BRUSEL.LES 43, 08041 Barcelona",41.41762480000001,2.1694187
049,"Avinguda COLL DEL PORTELL 55, 08024 Barcelona",41.4113157,2.1523722
070,"Carrer MARE DE DEU DE LORDA 57, 08033 Barcelona",41.4519665,2.1925563
050,"Carrer BEAT ALMATO 20, 08023 Barcelona",41.4164849,2.1477678
078,"Carrer PUIGCERDA 292, 08020 Barcelona",41.4238316,2.2003004
067,"Carrer SANT ANTONI MARIA CLARET 277, 08041 Barcelona",41.4177274,2.1828799
065,"Carrer CIUTAT D'ELX 11, 08027 Barcelona",41.4208565,2.1898007
054,"Carrer ALT DE PEDRELL 58, 08032 Barcelona",41.4262147,2.1690457
331,"Carrer ANDRADE 224, 08020 Barcelona",41.418945,2.2052886
395,"Carrer CAMIL I FABRA 5, 08030 Barcelona",41.4297129,2.1871306
056,"Carrer PORRERA 21, 08031 Barcelona",41.4381579,2.1595484
041,"Carrer CARDENAL REIG 22, 08028 Barcelona",41.3773416,2.1154221
069,"Carrer ESTADELLA 27, 08030 Barcelona",41.43531429999999,2.2026207
065,"Carrer HONDURES 63, 08027 Barcelona",41.4213274,2.1876754
017,"Carrer ROGER DE FLOR 9 BIS, 08018 Barcelona",41.3903277,2.1836833
044,"Carrer GANDUXER 5, 08021 Barcelona",41.39219200000001,2.138641
383,"Carretera PRAT 30 BIS, 08038 Barcelona",41.36057659999999,2.1343157
079,"Carrer BINEFAR 6, 08020 Barcelona",41.4244649,2.2035391
385,"Carrer SANT ISCLE 21, 08031 Barcelona",41.4315329,2.1730596
045,"Carrer SAGRAT COR 8, 08034 Barcelona",41.4002635,2.119806
063,"Carrer MINA DE LA CIUTAT 91, 08042 Barcelona",41.448786,2.1763229
036,"Carrer PUIG I VALLS 29, 08028 Barcelona",41.3733488,2.1253687
073,"Avinguda DIAGONAL 68, 08019 Barcelona",41.4096654,2.2102363
021,"Carrer ROCAFORT 49, 08015 Barcelona",41.3773828,2.155678
073,"Carrer BAC DE RODA 168, 08020 Barcelona",41.41151139999999,2.1990942
022,"Carrer VILAMARI 106, 08015 Barcelona",41.3801835,2.1479212
055,"Carrer BERRUGUETE 56, 08035 Barcelona",41.4332268,2.1495689
383,"Carrer MINERIA 12, 08038 Barcelona",41.3641011,2.1374077
040,"Carrer POBLA DE LILLET 20, 08028 Barcelona",41.3812809,2.1298725
055,"Carrer ARENYS 25, 08035 Barcelona",41.42209709999999,2.1424349
048,"Carrer TORRENT D'EN VIDALET 35, 08012 Barcelona",41.4045364,2.1586912
028,"Carrer ROGER DE FLOR 87, 08013 Barcelona",41.39420750000001,2.1783887
039,"Carrer NUMANCIA 84, 08029 Barcelona",41.3852499,2.1371336
022,"Carrer LLANÇA 35, 08015 Barcelona",41.3793349,2.1462139
079,"Carrer GRAN VIA DE LES CORTS CATALANES 1179-1181, 08020 Barcelona",41.4220388,2.2106877
063,"Carrer LES TORRES 58, 08042 Barcelona",41.4470094,2.1752095
040,"Gran Via CARLES III 58-60, 08028 Barcelona",41.3838906,2.1285574
358,"Carrer SANT JOSEP DE LA MUNTANYA 6, 08024 Barcelona",41.4109546,2.1543498
055,"Carrer IDUMEA 14, 08035 Barcelona",41.42775899999999,2.1375438
056,"Carrer CARTELLA 192, 08031 Barcelona",41.4308767,2.1632521
396,"Carrer JOAN TORRES 21-23, 08030 Barcelona",41.4378049,2.1908475
063,"Carrer ARTESANIA 148, 08042 Barcelona",41.4464468,2.1714308
030,"Carrer ROGER DE FLOR 166, 08013 Barcelona",41.39783,2.1743199
031,"Carrer ROSSELLO 462, 08025 Barcelona",41.40789650000001,2.176932
053,"Carrer QUEIXANS 4, 08032 Barcelona",41.4202964,2.158379
054,"Carrer MONTSERRAT DE CASANOVAS 14, 08032 Barcelona",41.4236768,2.1688109
032,"Passeig MONTJUIC 36, 08004 Barcelona",41.37232950000001,2.1709142
055,"Carrer HARMONIA 31, 08035 Barcelona",41.4337777,2.1416057
032,"Carrer ALBAREDA 6-8, 08004 Barcelona",41.37378289999999,2.1742113
036,"Carrer ESTERAS 28, 08028 Barcelona",41.370912,2.129473
403,"Carrer ARTESANIA 64, 08042 Barcelona",41.4405521,2.1735971
038,"Carrer VIOLANT D'HONGRIA 60, 08028 Barcelona",41.3785867,2.1299511
327,"Carrer TISSO 4, 08016 Barcelona",41.4428033,2.1847622
383,"Carrer GAIA 2, 08038 Barcelona",41.3623061,2.1409437
047,"Carrer SANT ANTONI MARIA CLARET 57, 08025 Barcelona",41.406639,2.168088
327,"Carrer DE PABLO IGLESIAS 112, 08016 Barcelona",41.4457469,2.1832836
079,"Carrer SANTANDER 28, 08020 Barcelona",41.4259192,2.2009137
040,"Carrer NUMANCIA 185, 08034 Barcelona",41.3908691,2.1310581
035,"Carrer LEIVA 3, 08014 Barcelona",41.3739379,2.1407853
054,"Carrer BERNAT BRANSI 38, 08032 Barcelona",41.4243901,2.1534382
055,"Carrer FASTENRATH 65, 08035 Barcelona",41.4222939,2.1455233
064,"Avinguda RASOS DE PEGUERA 70, 08033 Barcelona",41.4599452,2.1761501
043,"Carrer VICO 17, 08021 Barcelona",41.39947739999999,2.1359327
063,"Carrer NOU BARRIS 23, 08042 Barcelona",41.4480464,2.1775154
302,"Carrer DE LA CONCA 10, 08110 Barcelona",41.4762711,2.1876885
040,"Carrer DOCTOR FERRAN 7, 08034 Barcelona",41.3886521,2.1238835
070,"Carrer TURO DE LA TRINITAT 107, 08033 Barcelona",41.4526634,2.1913198
071,"Carrer WELLINGTON 52, 08005 Barcelona",41.390923,2.1880347
041,"Carrer PISUERGA 20, 08028 Barcelona",41.3775001,2.1129525
062,"Passeig VALLDAURA 166, 08042 Barcelona",41.4385283,2.1675273
050,"Avinguda VALLCARCA 188, 08023 Barcelona",41.4155247,2.1426267
395,"Carrer JORBA 27, 08030 Barcelona",41.4363664,2.1866285
071,"Carrer MARINA 20, 08005 Barcelona",41.3887355,2.1955809
331,"Carrer GRAN VIA CORTS CATALANES 1113, 08020 Barcelona",41.4177499,2.2051431
312,"Carrer MAR 18, 08930 Barcelona",41.4184033,2.2195117
396,"Carrer GUARDIOLA I FELIU 2, 08030 Barcelona",41.4386741,2.1892055
075,"Carrer INDEPENDENCIA 230, 08026 Barcelona",41.40595769999999,2.1860509
050,"Passeig MARE DE DEU DEL COLL 6, 08023 Barcelona",41.4138425,2.1448361
028,"Carrer AUSIES MARCH 163, 08013 Barcelona",41.3980833,2.1843093
040,"Travessera DE LES CORTS 190, 08028 Barcelona",41.3828631,2.1294323
302,"Rambla PAÏ?SOS CATALANS 51, 08110 Barcelona",41.4904068,2.1857301
074,"Rambla DE PRIM 45, 08019 Barcelona",41.413627,2.2157332
045,"Carrer DUQUESA D'ORLEANS 28, 08034 Barcelona",41.3984741,2.1200146
383,"Carrer TRAJA 20, 08004 Barcelona",41.3679838,2.1421472
396,"Carrer BARTRINA 7, 08030 Barcelona",41.4401464,2.1863973
071,"Carrer MARINA 69, 08005 Barcelona",41.3922705,2.1896855
022,"Avinguda ROMA 18, 08015 Barcelona",41.3808365,2.1451337
021,"Carrer CALABRIA 27, 08015 Barcelona",41.3762743,2.1592606
040,"Carrer DEU i MATA 96, 08029 Barcelona",41.3890865,2.1370896
038,"Carrer TENOR MASSINI 116, 08028 Barcelona",41.37990870000001,2.1310806
326,"Carrer AMILCAR 151, 08032 Barcelona",41.4242865,2.1727717
045,"Carrer HORT DE LA VILA 41, 08017 Barcelona",41.4000794,2.1245034
074,"Carrer BERNAT METGE 6-8, 08019 Barcelona",41.4189802,2.2104523
054,"Carrer TREVOL 2, 08032 Barcelona",41.4262032,2.1664762
331,"Carrer ANDRADE 151, 08020 Barcelona",41.4161312,2.2011553
036,"Carrer CICERO 12, 08014 Barcelona",41.3763261,2.1382943
051,"Carrer PASTEUR 1, 08024 Barcelona",41.4170623,2.1587425
077,"Carrer LOPE DE VEGA 282, 08018 Barcelona",41.412285,2.1933326
034,"Passeig ZONA FRANCA 122, 08038 Barcelona",41.3576275,2.1411512
022,"Carrer VILADOMAT 154, 08015 Barcelona",41.3826958,2.1535441
078,"Carrer MENORCA 6, 08020 Barcelona",41.4171386,2.193875
079,"Rambla PRIM 244, 08020 Barcelona",41.4248213,2.2020137
062,"Via FAVENCIA 172, 08042 Barcelona",41.4423254,2.1697482
065,"Carrer BERENGUER DE PALOU 37, 08027 Barcelona",41.42382060000001,2.1916468
036,"Carrer MIQUEL ANGEL 113, 08028 Barcelona",41.3765298,2.1286452
067,"Carrer JOAN DE GARAY 59, 08027 Barcelona",41.4199953,2.1837121
027,"Carrer BAILEN 92, 08009 Barcelona",41.3964211,2.1710853
062,"Passeig URRUTIA 113, 08042 Barcelona",41.4349665,2.1700926
074,"Carrer SANT RAMON DE PENYAFORT 3, 08019 Barcelona",41.4136298,2.2205127
065,"Avinguda MERIDIANA 344, 08027 Barcelona",41.4266857,2.1861332
074,"Carrer JOSEP PLA 184-186, 08020 Barcelona",41.4164027,2.206063
053,"Carrer MONTSERRAT DE CASANOVAS 184, 08032 Barcelona",41.4222201,2.1606148
040,"Carrer LLUÇA 22, 08028 Barcelona",41.3815746,2.1315001
065,"Rambla ONZE DE SETEMBRE 15, 08030 Barcelona",41.4298236,2.1943096
023,"Carrer CORSEGA 78-80, 08029 Barcelona",41.3853289,2.1446761
073,"Carrer GRAN VIA CORTS CATALANES 1052, 08020 Barcelona",41.4136725,2.2015938
055,"Carrer JUDEA 5, 08035 Barcelona",41.4247294,2.1406752
034,"Carrer MARE DE DEU DEL PORT 255, 08038 Barcelona",41.3587938,2.1427802
075,"Carrer VALENCIA 614 BIS, 08026 Barcelona",41.4097686,2.1863157
041,"Carrer GONZALEZ TABLAS 5, 08034 Barcelona",41.38506,2.10915
331,"Carrer MARESMA 218, 08020 Barcelona",41.4200313,2.2057312
077,"Carrer GRAN VIA CORTS CATALANES 839, 08018 Barcelona",41.4057465,2.1895881
077,"Carrer CONCILI DE TRENT 7, 08018 Barcelona",41.4106929,2.1916226
065,"Carrer TORROELLA DE MONTGRI 23, 08027 Barcelona",41.4282644,2.1859979
073,"Carrer LOPE DE VEGA 123, 08005 Barcelona",41.4054932,2.2018997
051,"Carrer ALBERT LLANAS 28, 08024 Barcelona",41.4168398,2.15809
072,"Carrer LLULL 229, 08005 Barcelona",41.40288899999999,2.204468
030,"Carrer NAPOLS 235, 08013 Barcelona",41.4004321,2.1722822
069,"Carrer LIMA 16, 08030 Barcelona",41.43903,2.20479
396,"Carrer GRAN DE SANT ANDREU 505, 08030 Barcelona",41.4435789,2.1882714
072,"Carrer LLULL 269, 08005 Barcelona",41.404854,2.2067017
071,"Carrer WELLINGTON 27, 08018 Barcelona",41.3926921,2.1849813
028,"Carrer ALI BEY 38, 08013 Barcelona",41.3934036,2.1808071
070,"Via BARCINO 61, 08033 Barcelona",41.45109679999999,2.1925659
396,"Carrer CINCA 92, 08030 Barcelona",41.4411625,2.1922944
047,"Carrer ROMANS 1, 08025 Barcelona",41.40709640000001,2.1640533
039,"Carrer MONTNEGRE 11-13, 08029 Barcelona",41.3871962,2.1382443
052,"Carrer ROSALIA DE CASTRO 52, 08025 Barcelona",41.411936,2.1728148
035,"Carrer QUETZAL 31, 08014 Barcelona",41.3677978,2.1342258
039,"Carrer BREDA 14, 08029 Barcelona",41.3861387,2.1411128
036,"Carrer ANTONI DE CAMPMANY 31, 08028 Barcelona",41.3716391,2.1315954
055,"Carrer BESOS 27, 08035 Barcelona",41.4219902,2.1481898
327,"Carrer VILA-REAL 3-5, 08033 Barcelona",41.4504268,2.1847306
038,"Carrer VIOLANT D'HONGRIA 53, 08028 Barcelona",41.3782744,2.1288275
055,"Carrer PANTA DE TREMP 63, 08032 Barcelona",41.4260025,2.1520187
062,"Ronda GUINEUETA VELLA 14, 08042 Barcelona",41.4419753,2.1614837
041,"Carrer ARISTIDES MAILLOL 9, 08028 Barcelona",41.3783411,2.1195184
035,"Carrer BADAL 25, 08014 Barcelona",41.366546,2.134006
028,"Carrer ALI BEY 131, 08013 Barcelona",41.396982,2.1852205
074,"Carrer LLULL 385, 08019 Barcelona",41.4115236,2.2154089
046,"Carrer ESCIPIO 53, 08023 Barcelona",41.4062591,2.1446547
043,"Carrer PUIG-REIG 10, 08006 Barcelona",41.4047382,2.142924
046,"Carrer OSONA 3, 08023 Barcelona",41.4078052,2.1444797
396,"Carrer FERNANDO PESSOA 9, 08030 Barcelona",41.4388055,2.1930814
041,"Gran Via CARLES III 103, 08028 Barcelona",41.3870728,2.1266776
065,"Carrer PALENCIA 35, 08027 Barcelona",41.4184281,2.1905547
041,"Avinguda XILE 42, 08028 Barcelona",41.3789382,2.1136355
074,"Rambla PRIM 25, 08019 Barcelona",41.4120161,2.2176331
044,"Ronda GENERAL MITRE 36, 08017 Barcelona",41.3939979,2.1335937
069,"Carrer BIOSCA 23, 08030 Barcelona",41.4373946,2.2066184
062,"Carrer ANTONIO MACHADO 4, 08042 Barcelona",41.441429,2.1633288
052,"Carrer LEPANTO 398, 08025 Barcelona",41.4100118,2.1697966
062,"Carrer ALSACIA 8, 08042 Barcelona",41.4376563,2.1710917
358,"Carrer MIQUEL I BADIA 12, 08024 Barcelona",41.4134243,2.1588192
383,"Carrer MINERIA 70, 08038 Barcelona",41.3677529,2.1405246
074,"Carrer GRAN VIA CORTS CATALANES 1180, 08020 Barcelona",41.4202664,2.2105186
358,"Avinguda POMPEU FABRA 2, 08024 Barcelona",41.4146388,2.1583886
074,"Carrer PARAGUAY 25, 08020 Barcelona",41.41729369999999,2.2076185
062,"Carrer ANTONIO MACHADO 18, 08042 Barcelona",41.4432909,2.1682419
358,"Travessera DE DALT 110, 08024 Barcelona",41.4114193,2.1583395
302,"Carrer CAMELIES 32, 08110 Barcelona",41.4626937,2.1692016
062,"Passeig URRUTIA 64, 08031 Barcelona",41.4352715,2.1675702
312,"Avinguda MANUEL FERNANDEZ MARQUEZ 73-75, 08930 Barcelona",41.4182286,2.2226483
302,"Passeig SANT JORDI 1-3-5, 08110 Barcelona",41.4938714,2.1812154
312,"Avinguda LA CATALANA 125, 08930 Barcelona",41.4234408,2.2218182
